Customer_id,Account_balance,Transaction_amt,Reported_amount,Currency,Country,TransactionDate,Transaction_remarks,Risk_Score
1192,12449,1017,1017,INR,IN,2025-03-16,,0
1193,40831,214,214,INR,DE,2025-02-28,,0
1194,62972,4273,4273,EUR,DE,2025-03-08,,0
1195,18235,2802,2802,INR,IN,2025-03-19,,0
1196,-3393,2796,2796,INR,FR,2025-03-01,,2
1197,6702,4424,4424,INR,IN,2025-03-03,,0
1198,94603,3457,3457,GBP,UK,2025-03-18,,0
1199,78521,707,707,EUR,DE,2025-03-21,,0
1200,35886,3022,3022,INR,IN,2025-03-21,End eye arrive evening provide tonight analysis.,0
1201,15228,311,311,EUR,DE,2025-02-27,,0
1202,69303,3419,3419,GBP,UK,2025-03-13,,0
1203,94626,2226,2226,GBP,US,2025-03-04,,0
1204,75792,1593,1593,INR,IN,2025-03-04,,0
1205,16732,4301,4301,INR,FR,2025-02-28,,0
1206,54826,537,537,INR,FR,2025-02-26,,0
1207,39752,2240,2240,INR,FR,2025-02-26,Clearly clear administration.,0
1208,78161,4781,4781,GBP,UK,2025-02-26,,0
1209,35696,1829,1829,INR,IN,2025-03-12,Southern suffer society relationship enough.,0
1210,33213,2971,2971,EUR,FR,2025-03-17,,0
1211,94597,4457,4457,EUR,FR,2025-02-26,,0
1212,13747,4661,4661,GBP,UK,2025-02-28,,0
1213,60876,1304,1304,GBP,UK,2025-02-28,,0
1214,-8249,2972,2972,GBP,UK,2025-03-16,,2
1215,-7391,3779,3779,INR,IN,2025-03-14,,2
1216,62929,2005,2005,GBP,UK,2025-03-21,,0
1217,17865,63,63,USD,US,2025-03-18,,0
1218,14178,2942,2942,EUR,FR,2025-03-01,,0
1219,96304,4943,4943,INR,IN,2025-03-08,,0
1220,30669,3349,3349,EUR,FR,2025-03-04,,0
1221,86999,3786,3786,GBP,UK,2025-03-19,,0
1222,21482,1080,1080,EUR,FR,2025-03-10,,0
1223,52673,4400,4400,GBP,UK,2025-02-22,,0
1224,62924,3439,3439,EUR,FR,2025-03-20,,0
1225,52023,2408,2408,EUR,DE,2025-03-22,,0
1226,72342,1474,1474,EUR,DE,2025-03-22,Benefit little leader TV event morning eight nothing.,0
1227,46240,3679,3679,USD,US,2025-03-22,,0
1228,20336,2368,2368,INR,IN,2025-03-18,,0
1229,61969,956,956,INR,FR,2025-03-15,,0
1230,87126,4843,4843,INR,IN,2025-03-03,,0
1231,63289,2666,2666,GBP,UK,2025-03-19,,0
1232,6312,2672,2672,USD,FR,2025-02-24,,0
1233,10889,3542,3564,INR,IN,2025-03-08,,0
1234,42073,3931,3931,GBP,IN,2025-03-09,,0
1235,90817,1636,1636,USD,IN,2025-03-19,,0
1236,48229,707,707,USD,FR,2025-02-22,,0
1237,59495,4928,4928,INR,US,2025-03-03,Real son ready interview decade figure organization.,0
1238,54512,4639,4639,GBP,FR,2025-02-23,,0
1239,76428,2743,2743,GBP,UK,2025-03-14,,0
1240,54819,213,213,INR,US,2025-02-28,,0
1241,36446,3418,3418,USD,US,2025-03-04,,0
1242,89062,4252,4252,INR,IN,2025-03-16,,0
1243,49998,4720,4720,INR,IN,2025-03-12,,0
1244,97224,3494,3494,GBP,UK,2025-03-06,,0
1245,67378,1493,1493,USD,US,2025-02-24,,0
1246,95121,3989,3989,GBP,UK,2025-03-21,,0
1247,40057,594,594,INR,IN,2025-02-26,,0
1248,65066,3391,3391,USD,US,2025-02-26,,0
1249,77498,3510,3510,GBP,UK,2025-03-03,Star system for activity.,0
1250,53204,3392,3392,GBP,UK,2025-03-12,News hour show list management goal college officer.,0
1251,51328,1161,1161,EUR,DE,2025-02-26,,0
1252,9878,4732,4763,USD,US,2025-03-02,,0
1253,50679,2873,2873,INR,IN,2025-03-06,,0
1254,2882,1793,1793,USD,US,2025-03-20,,0
1255,50735,360,360,USD,US,2025-03-21,Pretty administration eye word very.,0
1256,87484,3002,3002,EUR,FR,2025-02-24,,0
1257,-5730,1829,1829,EUR,IN,2025-02-24,,2
1258,82898,1441,1441,EUR,FR,2025-03-23,,0
1259,29866,2865,2865,EUR,DE,2025-02-22,,0
1260,-7678,397,397,EUR,FR,2025-03-12,,2
1261,89514,4390,4390,USD,US,2025-03-11,,0
1262,57815,3829,3829,GBP,US,2025-03-05,,0
1263,-6218,4545,4545,INR,IN,2025-03-10,,2
1264,22828,1412,1449,USD,FR,2025-03-15,,1
1265,23131,4256,4256,USD,US,2025-03-10,,0
1266,53643,4640,4640,INR,IN,2025-03-20,Owner under kitchen college beautiful watch where.,0
1267,18303,1147,1147,USD,US,2025-03-22,,0
1268,1090,4321,4321,GBP,DE,2025-02-27,,1
1269,19702,3023,3023,GBP,UK,2025-03-05,,0
1270,28449,3215,3215,INR,IN,2025-02-26,Nature word find step.,0
1271,21356,989,989,USD,US,2025-03-15,,0
1272,7702,1931,1931,EUR,FR,2025-03-01,Herself main box second need.,0
1273,38938,796,796,USD,IN,2025-03-05,Foot language adult soldier.,0
1274,55707,4052,4052,USD,US,2025-03-17,Painting lot under would respond under.,0
1275,70350,1908,1908,USD,UK,2025-03-06,,0
1276,81962,719,719,USD,US,2025-02-22,,0
1277,22814,4849,4849,EUR,DE,2025-02-28,Marriage production bank produce total.,0
1278,-879,1240,1240,EUR,DE,2025-02-26,,2
1279,23546,1813,1813,EUR,DE,2025-03-20,,0
1280,33248,92,92,INR,IN,2025-02-27,,0
1281,8064,3084,2916,EUR,FR,2025-03-05,,1
1282,41095,2083,2083,EUR,IN,2025-03-20,,0
1283,-8106,1891,1891,EUR,FR,2025-02-26,,2
1284,10037,3350,3350,GBP,UK,2025-02-28,,0
1285,87856,1960,1960,GBP,UK,2025-03-07,Physical on appear direction four.,0
1286,59145,432,432,EUR,FR,2025-03-10,Pattern lawyer wear just party expect operation force.,0
1287,56971,1099,1099,EUR,UK,2025-03-07,,0
1288,88569,4175,4175,INR,IN,2025-03-13,,0
1289,52560,3960,3960,INR,IN,2025-03-10,,0
1290,51101,112,112,EUR,IN,2025-02-27,,0
1291,14226,3818,3818,EUR,DE,2025-03-10,,0
1292,95713,202,202,EUR,FR,2025-03-05,,0
1293,17924,4583,4583,EUR,DE,2025-02-26,,0
1294,81461,4397,4397,EUR,DE,2025-03-06,,0
1295,54641,3963,3963,INR,IN,2025-02-22,,0
1296,61088,3878,3878,EUR,DE,2025-03-11,,0
1297,60277,3855,3855,INR,IN,2025-02-25,,0
1298,47009,243,243,EUR,DE,2025-03-22,,0
1299,5426,317,317,EUR,FR,2025-02-25,,0
1300,57058,4977,4977,GBP,UK,2025-02-28,,0
1301,47965,2895,2895,EUR,DE,2025-03-03,,0
1302,71406,2596,2596,GBP,UK,2025-03-04,,0
1303,93645,2821,2821,EUR,DE,2025-03-19,,0
1304,45894,2634,2634,USD,US,2025-03-13,,0
1305,-9087,4001,4001,USD,FR,2025-03-03,,2
1306,12188,4331,4331,INR,IN,2025-03-01,,0
1307,6733,699,699,GBP,UK,2025-03-08,,0
1308,71882,514,514,EUR,FR,2025-03-02,Soon doctor for learn.,0
1309,84950,2688,2688,EUR,DE,2025-02-23,,0
1310,98882,461,461,EUR,FR,2025-03-18,,0
1311,75202,1980,1980,EUR,FR,2025-03-01,,0
1312,81041,4047,4047,INR,US,2025-03-06,,0
1313,54792,2420,2296,USD,US,2025-03-22,,1
1314,57973,971,971,GBP,UK,2025-03-15,,0
1315,65178,4594,4594,EUR,FR,2025-03-12,,0
1316,93270,3759,3759,EUR,DE,2025-02-28,,0
1317,98920,321,321,EUR,DE,2025-02-24,,0
1318,79248,195,195,USD,UK,2025-03-13,,0
1319,52892,338,338,USD,US,2025-03-01,,0
1320,45047,1786,1786,EUR,DE,2025-03-01,Mouth return care bad stop race.,0
1321,-6017,2559,2559,GBP,UK,2025-02-26,,2
1322,86633,1866,1866,EUR,FR,2025-02-28,,0
1323,777,2430,2430,USD,US,2025-03-06,,1
1324,-3199,3867,3867,INR,IN,2025-03-03,Lead price serve.,2
1325,73020,2656,2456,USD,US,2025-03-20,,1
1326,25789,4099,4099,USD,US,2025-03-16,,0
1327,5143,478,478,EUR,DE,2025-03-01,,0
1328,10118,4712,4712,GBP,UK,2025-03-02,Low between scientist.,0
1329,88649,2931,2931,EUR,DE,2025-02-27,,0
1330,85325,4747,4747,USD,FR,2025-03-18,,0
1331,78129,3861,3861,EUR,IN,2025-03-04,,0
1332,97560,2181,2181,EUR,FR,2025-03-11,,0
1333,5961,4700,4700,EUR,DE,2025-02-28,,0
1334,140,4863,4863,INR,DE,2025-03-15,,1
1335,91105,2828,2828,EUR,FR,2025-03-07,Somebody soon catch break reality term individual industry.,0
1336,7891,2863,2863,USD,US,2025-02-26,,0
1337,18865,857,857,EUR,DE,2025-03-17,,0
1338,72360,1408,1408,EUR,DE,2025-03-23,,0
1339,51121,3926,3926,USD,US,2025-03-15,,0
1340,74818,4762,4762,GBP,US,2025-02-27,,0
1341,19588,2128,2128,USD,US,2025-02-25,,0
1342,-2061,1350,1350,EUR,FR,2025-03-21,Ten since gas none.,2
1343,-3619,4428,4428,GBP,UK,2025-03-23,,2
1344,36885,2768,2768,USD,US,2025-03-21,,0
1345,69720,1009,1009,EUR,FR,2025-02-22,Song daughter lose team within history.,0
1346,33551,2021,2021,GBP,UK,2025-03-12,,0
1347,64688,3413,3413,EUR,DE,2025-03-11,,0
1348,-9263,2547,2547,EUR,FR,2025-02-26,Agent military eight benefit two.,2
1349,87288,1246,1246,GBP,US,2025-03-12,,0
1350,4221,3166,3166,USD,US,2025-03-20,,0
1351,76968,2709,2709,INR,IN,2025-02-25,,0
1352,37615,648,648,INR,IN,2025-03-16,,0
1353,57091,4117,4117,USD,US,2025-02-26,Character record watch prove organization democratic with.,0
1354,34691,3037,3037,GBP,UK,2025-03-12,,0
1355,1968,2674,2674,EUR,FR,2025-03-18,,1
1356,-366,3688,3688,EUR,FR,2025-03-11,,2
1357,98737,4203,4203,USD,US,2025-03-21,,0
1358,5,36,36,USD,IN,2025-03-08,Play crime understand color side.,1
1359,-9724,3461,3461,EUR,DE,2025-03-12,,2
1360,-6964,3950,3950,GBP,UK,2025-03-14,,2
1361,28083,2757,2757,GBP,UK,2025-03-14,,0
1362,40225,3696,3696,GBP,UK,2025-03-07,Foreign issue accept positive become value usually.,0
1363,56177,4618,4618,EUR,FR,2025-02-22,,0
1364,13021,4231,4231,EUR,DE,2025-03-14,,0
1365,-7017,3616,3616,EUR,UK,2025-03-19,Necessary member often itself western personal since.,2
1366,21116,3787,3787,GBP,UK,2025-03-20,,0
1367,92658,41,41,INR,IN,2025-03-12,,0
1368,80734,1466,1466,EUR,DE,2025-03-01,,0
1369,11732,1836,1836,EUR,FR,2025-02-24,,0
1370,82454,282,282,USD,US,2025-03-14,Poor oil end action seem Democrat.,0
1371,7550,3350,3350,USD,US,2025-02-23,,0
1372,30483,2675,2675,EUR,FR,2025-02-23,Probably hand certainly which not game nation heavy.,0
1373,20802,3290,3290,INR,IN,2025-02-22,,0
1374,66870,1582,1582,INR,IN,2025-02-22,,0
1375,47810,1560,1560,GBP,UK,2025-03-23,Company bank main key from professor.,0
1376,95896,1971,1811,EUR,FR,2025-03-04,,1
1377,38232,1373,1316,EUR,DE,2025-03-17,,1
1378,17934,4693,4693,EUR,DE,2025-03-14,,0
1379,26456,4550,4550,GBP,UK,2025-03-03,List loss seat catch include.,0
1380,76424,619,619,INR,IN,2025-03-21,,0
1381,82810,2267,2267,USD,IN,2025-03-03,,0
1382,72350,3557,3557,EUR,FR,2025-03-14,View government religious technology town.,0
1383,55903,3203,3203,GBP,UK,2025-03-19,,0
1384,3697,4437,4437,GBP,UK,2025-03-12,,1
1385,10978,4358,4358,USD,US,2025-03-03,,0
1386,79847,1373,1373,USD,US,2025-03-13,,0
1387,19875,4404,4404,USD,US,2025-02-26,,0
1388,95939,1684,1684,GBP,UK,2025-03-16,Outside final chair particularly rather direction type.,0
1389,16783,950,950,EUR,DE,2025-03-21,,0
1390,26842,2550,2550,GBP,UK,2025-03-02,Another together expect yard.,0
1391,18822,2575,2704,INR,IN,2025-03-02,,1
1392,45393,4475,4475,EUR,FR,2025-03-17,,0
1393,-8234,2726,2726,INR,IN,2025-03-13,,2
1394,24514,3622,3622,INR,IN,2025-03-14,,0
1395,-9056,1222,1222,INR,IN,2025-03-03,,2
1396,14132,4575,4575,EUR,DE,2025-03-02,,0
1397,58621,2118,2118,EUR,FR,2025-03-04,,0
1398,6781,2299,2299,EUR,DE,2025-03-01,,0
1399,37660,3762,3762,EUR,FR,2025-03-11,,0
1400,87973,11,11,EUR,FR,2025-03-12,,0
1401,23009,4036,4036,GBP,UK,2025-03-10,Statement wrong daughter outside born.,0
1402,90396,2628,2628,INR,IN,2025-03-15,,0
1403,41705,4250,4250,INR,IN,2025-03-23,,0
1404,62152,4557,4557,INR,IN,2025-03-21,,0
1405,48489,4757,4757,EUR,FR,2025-03-06,,0
1406,79002,3456,3456,EUR,FR,2025-02-23,Will world because degree face.,0
1407,21018,2835,2835,EUR,DE,2025-03-18,,0
1408,35080,3277,3277,EUR,FR,2025-03-07,,0
1409,41765,451,451,EUR,FR,2025-03-03,,0
1410,52197,953,953,EUR,FR,2025-03-07,Republican no throughout new ever argue science.,0
1411,96230,1313,1313,INR,IN,2025-03-21,,0
1412,-8701,3515,3515,EUR,FR,2025-03-05,Stop sign clearly smile treat own yes speak.,2
1413,24491,880,880,EUR,DE,2025-03-09,Far trip more evening.,0
1414,92992,1625,1625,INR,IN,2025-03-22,,0
1415,59925,4219,4219,INR,IN,2025-03-06,Together myself bill well order little future.,0
1416,16618,4543,4543,USD,US,2025-03-22,,0
1417,50793,4769,4769,EUR,DE,2025-03-23,Town cover woman whole commercial more.,0
1418,27828,4536,4536,EUR,US,2025-03-23,Institution world middle painting significant.,0
1419,88333,1085,1085,EUR,FR,2025-03-21,,0
1420,98295,1030,1030,INR,IN,2025-03-08,,0
1421,43999,272,272,EUR,FR,2025-03-02,,0
1422,35560,2134,2134,INR,IN,2025-02-28,,0
1423,6876,1515,1515,EUR,DE,2025-02-22,Special fund will sister teach.,0
1424,60469,1876,1876,INR,IN,2025-02-23,,0
1425,30307,982,982,USD,US,2025-03-21,,0
1426,20778,533,533,EUR,FR,2025-03-05,,0
1427,78361,3284,3284,EUR,DE,2025-03-02,,0
1428,20382,2817,2817,EUR,DE,2025-03-17,,0
1429,80533,2058,2058,USD,US,2025-03-13,,0
1430,43858,1907,1798,USD,UK,2025-02-24,,1
1431,-5239,2189,2189,GBP,UK,2025-03-14,Politics institution until tough according.,2
1432,26869,2708,2708,GBP,UK,2025-02-23,,0
1433,79072,506,506,INR,IN,2025-03-17,,0
1434,79702,2244,2244,EUR,DE,2025-03-03,Itself majority anyone media glass old.,0
1435,52038,4795,4795,GBP,UK,2025-02-25,,0
1436,8115,2042,2042,GBP,UK,2025-02-26,,0
1437,26884,3959,3959,EUR,DE,2025-03-04,,0
1438,83703,4312,4312,INR,IN,2025-03-08,,0
1439,20017,993,993,INR,IN,2025-03-22,,0
1440,52861,1381,1381,INR,IN,2025-03-02,,0
1441,27910,4614,4614,EUR,FR,2025-02-23,,0
1442,18105,3375,3375,EUR,DE,2025-03-22,,0
1443,20914,661,661,INR,IN,2025-03-23,,0
1444,14761,4382,4382,EUR,FR,2025-02-28,,0
1445,72879,4107,4107,EUR,FR,2025-03-21,,0
1446,17792,4306,4306,GBP,UK,2025-03-12,,0
1447,21154,3795,3795,USD,US,2025-03-05,,0
1448,6004,4094,4094,EUR,FR,2025-02-28,,0
1449,-9429,2697,2697,GBP,UK,2025-02-24,,2
1450,51347,3397,3397,USD,US,2025-03-18,,0
1451,93878,3596,3596,INR,IN,2025-03-10,,0
1452,77807,2957,2957,INR,IN,2025-03-02,,0
1453,56674,3108,3284,GBP,UK,2025-03-07,,1
1454,95580,3893,3893,USD,US,2025-03-08,Goal seek big financial defense investment.,0
1455,63697,1469,1469,USD,US,2025-03-10,,0
1456,81129,3380,3380,EUR,FR,2025-03-10,,0
1457,18103,4927,4927,EUR,DE,2025-03-21,,0
1458,34027,2641,2641,GBP,UK,2025-03-10,,0
1459,81548,4554,4554,GBP,UK,2025-02-24,,0
